Unnamed: 0,conds,hum,precipm,tempm,wspdm
2017-04-14 08:00:00,Mist,97.0,,15.0,3.6
2017-04-14 11:00:00,Scattered Clouds,58.0,,22.0,18.0
2017-04-14 14:00:00,Mostly Cloudy,51.0,,24.0,18.0
2017-04-14 17:00:00,Mostly Cloudy,48.0,,25.0,21.6
2017-04-14 20:00:00,Partly Cloudy,66.0,,22.0,14.4
2017-04-14 23:00:00,,68.0,,22.0,18.0
2017-04-15 02:00:00,Haze,72.0,,22.0,7.2
2017-04-15 05:00:00,Haze,74.0,,22.0,14.4
2017-04-15 08:00:00,Haze,74.0,,22.0,10.8
2017-04-15 11:00:00,Haze,68.0,,24.0,14.4
2017-04-15 14:00:00,Mist,73.0,,23.0,21.6
2017-04-15 17:00:00,Mist,80.0,,23.0,3.6
2017-04-15 20:00:00,Mist,88.0,,22.0,7.2
2017-04-15 23:00:00,Mist,91.0,,21.0,3.6
2017-04-16 02:00:00,Mist,95.0,,21.0,10.8
2017-04-16 05:00:00,Mist,96.0,,20.0,3.6
2017-04-16 08:00:00,Mist,91.0,,22.0,3.6
2017-04-16 11:00:00,Overcast,73.0,,26.0,10.8
2017-04-16 14:00:00,Overcast,63.0,,27.0,18.0
2017-04-16 17:00:00,Mostly Cloudy,67.0,,27.0,14.4
2017-04-16 20:00:00,Mostly Cloudy,79.0,,25.0,3.6
2017-04-16 23:00:00,,87.0,,23.0,10.8
2017-04-17 02:00:00,Mist,94.0,,22.0,10.8
2017-04-17 05:00:00,,74.0,,25.0,14.4
2017-04-17 08:00:00,Mostly Cloudy,73.0,,26.0,21.6
2017-04-17 11:00:00,Overcast,70.0,,26.0,18.0
2017-04-17 14:00:00,Mostly Cloudy,72.0,,26.0,7.2
2017-04-17 17:00:00,Light Rain,76.0,,24.0,10.8
2017-04-17 20:00:00,Clear,83.0,,22.0,3.6
2017-04-17 23:00:00,,74.0,,21.0,7.2
2017-04-18 02:00:00,,72.0,,20.0,3.6
2017-04-18 05:00:00,,89.0,,19.0,7.2
2017-04-18 08:00:00,Mostly Cloudy,92.0,,20.0,3.6
2017-04-18 11:00:00,Mostly Cloudy,55.0,,26.0,3.6
2017-04-18 17:00:00,Mostly Cloudy,49.0,,30.0,3.6
2017-04-18 20:00:00,Mostly Cloudy,74.0,,25.0,7.2
2017-04-18 23:00:00,,90.0,,23.0,7.2
2017-04-19 02:00:00,,97.0,,22.0,3.6
2017-04-19 05:00:00,Mist,96.0,,21.0,3.6
2017-04-19 08:00:00,Light Rain,98.0,,22.0,7.2
2017-04-19 11:00:00,Light Rain,93.0,,23.0,3.6
2017-04-19 14:00:00,Light Rain,93.0,,22.0,18.0
2017-04-19 17:00:00,Light Rain,93.0,,22.0,10.8
2017-04-19 20:00:00,Light Rain,97.0,,21.0,3.6
2017-04-19 23:00:00,,91.0,,22.0,3.6
2017-04-20 02:00:00,,93.0,,22.0,3.6
2017-04-20 05:00:00,Mist,100.0,,21.0,3.6
2017-04-20 08:00:00,Mostly Cloudy,95.0,,22.0,3.6
2017-04-20 11:00:00,Partly Cloudy,75.0,,27.0,10.8
2017-04-20 14:00:00,Scattered Clouds,60.0,,30.0,14.4
2017-04-20 17:00:00,Partly Cloudy,60.0,,30.0,18.0
2017-04-20 20:00:00,Clear,94.0,,23.0,7.2
2017-04-20 23:00:00,,95.0,,23.0,0.0
2017-04-21 02:00:00,Mist,100.0,,22.0,7.2
2017-04-21 05:00:00,,91.0,,21.0,7.2
2017-04-21 08:00:00,Light Rain Showers,92.0,,20.0,3.6
2017-04-21 11:00:00,Light Rain Showers,98.0,,20.0,3.6
2017-04-21 14:00:00,Light Rain Showers,97.0,,20.0,14.4
2017-04-21 17:00:00,Light Rain Showers,94.0,,17.0,28.8
2017-04-21 20:00:00,Light Rain Showers,87.0,,16.0,25.2
2017-04-21 23:00:00,,76.0,,16.0,10.8
2017-04-22 02:00:00,,71.0,,16.0,14.4
2017-04-22 05:00:00,,76.0,,16.0,10.8
2017-04-22 08:00:00,Mostly Cloudy,70.0,,16.0,18.0
2017-04-22 14:00:00,Clear,40.0,,21.0,3.6
2017-04-22 17:00:00,Mostly Cloudy,36.0,,22.0,7.2
2017-04-22 20:00:00,Scattered Clouds,76.0,,18.0,7.2
2017-04-22 23:00:00,,93.0,,16.0,7.2
2017-04-23 02:00:00,,97.0,,14.0,7.2
2017-04-23 05:00:00,,100.0,,13.0,7.2
2017-04-23 08:00:00,Partly Cloudy,96.0,,15.0,3.6
2017-04-23 11:00:00,Scattered Clouds,44.0,,22.0,7.2
2017-04-23 14:00:00,Mostly Cloudy,29.0,,26.0,7.2
2017-04-23 17:00:00,Mostly Cloudy,33.0,,27.0,3.6
2017-04-23 20:00:00,Mostly Cloudy,63.0,,21.0,10.8
2017-04-23 23:00:00,,63.0,,21.0,14.4
2017-04-29 02:00:00,,92.0,,14.0,10.8
2017-04-29 05:00:00,,97.0,,13.0,7.2
2017-04-29 08:00:00,,74.0,,17.0,3.6
2017-04-29 11:00:00,Scattered Clouds,41.0,,23.0,3.6
2017-04-29 14:00:00,,17.0,,28.0,7.2
2017-04-29 17:00:00,,20.0,,29.0,10.8
2017-04-29 20:00:00,,51.0,,22.0,10.8
2017-04-29 23:00:00,,78.0,,18.0,7.2
2017-04-30 02:00:00,,88.0,,16.0,7.2
2017-04-30 05:00:00,,87.0,,16.0,0.0
2017-04-30 08:00:00,,75.0,,20.0,3.6
2017-04-30 11:00:00,,53.0,,26.0,21.6
2017-04-30 14:00:00,Partly Cloudy,44.0,,28.0,21.6
2017-04-30 17:00:00,Mostly Cloudy,45.0,,27.0,14.4
2017-04-30 20:00:00,Mostly Cloudy,56.0,,26.0,18.0
2017-04-30 23:00:00,,78.0,,22.0,10.8
2017-05-01 02:00:00,,62.0,,23.0,10.8
2017-05-01 05:00:00,,54.0,,23.0,18.0
2017-05-01 08:00:00,Mostly Cloudy,64.0,,23.0,10.8
2017-05-01 11:00:00,Mostly Cloudy,51.0,,26.0,21.6
2017-05-01 14:00:00,Mostly Cloudy,57.0,,26.0,21.6
2017-05-01 17:00:00,Overcast,66.0,,25.0,10.8
2017-05-01 20:00:00,Light Rain Showers,96.0,,22.0,7.2
2017-05-01 23:00:00,Mist,99.0,,21.0,7.2
2017-05-02 02:00:00,Mist,100.0,,21.0,3.6
2017-05-02 05:00:00,Mist,99.0,,21.0,3.6
2017-05-02 08:00:00,Mist,98.0,,22.0,0.0
2017-05-02 11:00:00,Mist,85.0,,25.0,3.6
2017-05-02 14:00:00,Mostly Cloudy,69.0,,28.0,7.2
2017-05-02 17:00:00,Scattered Clouds,63.0,,29.0,7.2
2017-05-02 20:00:00,,87.0,,25.0,7.2
2017-05-02 23:00:00,Mist,94.0,,23.0,7.2
2017-05-03 02:00:00,Mist,98.0,,23.0,3.6
2017-05-03 05:00:00,Mist,98.0,,23.0,3.6
2017-05-03 08:00:00,Mist,97.0,,24.0,3.6
2017-05-03 11:00:00,Mostly Cloudy,69.0,,28.0,18.0
2017-05-03 14:00:00,Light Rain Showers,68.0,,28.0,18.0
2017-05-03 17:00:00,Clear,71.0,,28.0,18.0
2017-05-03 20:00:00,Light Rain Showers,79.0,,27.0,14.4
2017-05-03 23:00:00,,87.0,,26.0,10.8
2017-05-04 02:00:00,,79.0,,26.0,21.6
2017-05-04 05:00:00,,89.0,,25.0,10.8
2017-05-04 08:00:00,Light Rain Showers,98.0,,22.0,14.4
2017-05-04 11:00:00,Mostly Cloudy,67.0,,24.0,7.2
2017-05-04 14:00:00,Mostly Cloudy,49.0,,26.0,14.4
2017-05-04 17:00:00,Mostly Cloudy,46.0,,25.0,21.6
2017-05-04 20:00:00,Mostly Cloudy,54.0,,22.0,14.4
2017-05-04 23:00:00,,82.0,,19.0,7.2
2017-05-05 02:00:00,,83.0,,19.0,7.2
2017-05-05 05:00:00,,87.0,,19.0,3.6
2017-05-05 08:00:00,Mostly Cloudy,72.0,,21.0,7.2
2017-05-05 11:00:00,Mostly Cloudy,54.0,,25.0,7.2
2017-05-05 14:00:00,Scattered Clouds,46.0,,29.0,10.8
2017-05-05 20:00:00,,75.0,,25.0,7.2
2017-05-05 23:00:00,,91.0,,22.0,3.6
2017-05-06 02:00:00,,98.0,,21.0,7.2
2017-05-06 05:00:00,,97.0,,21.0,7.2
2017-05-06 08:00:00,,81.0,,23.0,3.6
2017-05-06 11:00:00,,54.0,,28.0,7.2
2017-05-06 14:00:00,Scattered Clouds,38.0,,31.0,3.6
2017-05-06 17:00:00,Scattered Clouds,36.0,,32.0,3.6
2017-05-06 20:00:00,Partly Cloudy,68.0,,26.0,10.8
2017-05-06 23:00:00,,81.0,,24.0,7.2
2017-05-07 02:00:00,,90.0,,23.0,7.2
2017-05-07 05:00:00,,97.0,,22.0,10.8
2017-05-07 08:00:00,Overcast,86.0,,23.0,7.2
2017-05-07 11:00:00,Light Rain,75.0,,25.0,3.6
2017-05-07 14:00:00,Light Rain,91.0,,22.0,7.2
2017-05-07 17:00:00,Mist,74.0,,25.0,3.6
2017-05-07 20:00:00,Mist,83.0,,24.0,3.6
2017-05-07 23:00:00,Light Fog,98.0,,22.0,3.6
